WBGene00000814	B0025.2	1488
WBGene00015001	B0025.4	447
WBGene00194700	B0025.5	222
WBGene00015002	B0034.1	765
WBGene00015003	B0034.2	120
WBGene00000403	B0034.3a	2955
WBGene00000403	B0034.3b	504
WBGene00000403	B0034.3c	483
WBGene00015004	B0034.4	651
WBGene00015005	B0034.5	1095
WBGene00044394	B0034.7	237
WBGene00007105	B0035.1a	897
WBGene00007105	B0035.1b	1026
WBGene00001020	B0035.2	1014
WBGene00007106	B0035.3	612
WBGene00007107	B0035.4	381
WBGene00007108	B0035.5	1569
WBGene00007109	B0035.6	2184
WBGene00001921	B0035.7	384
WBGene00001922	B0035.8	372
WBGene00001920	B0035.9	312
WBGene00001919	B0035.10	411
WBGene00007110	B0035.11	1293
WBGene00007111	B0035.12	2511
WBGene00007112	B0035.13	894
WBGene00001019	B0035.14a	1206
WBGene00001019	B0035.14b	141
WBGene00007113	B0035.15	852
WBGene00007114	B0035.16	1128
WBGene00044290	B0035.18	273
WBGene00235095	B0035.21	168
WBGene00303031	B0035.22	30
WBGene00015006	B0041.1	351
WBGene00015007	B0041.2a	2121
WBGene00015007	B0041.2b	2241
WBGene00015007	B0041.2c	2115
WBGene00015007	B0041.2d	2247
WBGene00015007	B0041.2e	2187
WBGene00015007	B0041.2f	2181
WBGene00015007	B0041.2g	2061
WBGene00015008	B0041.3	480
WBGene00004415	B0041.4	1038
WBGene00015009	B0041.5a	1290
WBGene00015009	B0041.5c	1143
WBGene00015010	B0041.6a	423
WBGene00015010	B0041.6b	414
WBGene00006961	B0041.7	4080
WBGene00015011	B0041.8	600
WBGene00206362	B0041.11	141
WBGene00303032	B0041.12	33
WBGene00015012	B0047.1a	816
WBGene00015012	B0047.1b	921
WBGene00015014	B0047.3	729
WBGene00015015	B0047.4	561
WBGene00006646	B0198.1	840
WBGene00007115	B0198.2a	858
WBGene00007115	B0198.2b	933
WBGene00007116	B0198.3a	3051
WBGene00015017	B0205.1a	2274
WBGene00015017	B0205.1b	2121
WBGene00015018	B0205.2a	927
WBGene00015018	B0205.2b	990
WBGene00004466	B0205.3	1041
WBGene00015019	B0205.4	1200
WBGene00015020	B0205.5	141
WBGene00015021	B0205.6	1239
WBGene00002191	B0205.7	1083
WBGene00015022	B0205.8	363
WBGene00015023	B0205.9	1599
WBGene00015024	B0205.10	1368
WBGene00015025	B0205.11	831
WBGene00044413	B0205.12	153
WBGene00044644	B0205.13	300
WBGene00044646	B0205.14	228
WBGene00015026	B0207.1	1695
WBGene00015027	B0207.2	576
WBGene00001676	B0207.3a	1107
WBGene00001676	B0207.3b	1227
WBGene00000099	B0207.4	918
WBGene00015028	B0207.5a	10965
WBGene00015028	B0207.5b	10995
WBGene00015029	B0207.6	807
WBGene00015030	B0207.7	1122
WBGene00015031	B0207.8	426
WBGene00015032	B0207.9	426
WBGene00015033	B0207.10	246
WBGene00015034	B0207.11	747
WBGene00000232	B0207.12a	1251
WBGene00000232	B0207.12b	1293
WBGene00000232	B0207.12c	720
WBGene00015035	B0212.1a	1848
WBGene00015035	B0212.1b	2259
WBGene00015035	B0212.1c	1896
WBGene00015036	B0212.2	1179
WBGene00015037	B0212.3	2019
WBGene00015038	B0212.4a	1149
WBGene00015038	B0212.4b	1152
WBGene00015038	B0212.4c	942
WBGene00015038	B0212.4d	384
WBGene00003889	B0212.5	2814
WBGene00003765	B0213.2	219
WBGene00003766	B0213.3	198
WBGene00003767	B0213.4	222
WBGene00003768	B0213.5	210
WBGene00003769	B0213.6	228
WBGene00006142	B0213.7	1002
WBGene00006141	B0213.8	1089
WBGene00006274	B0213.9	1035
WBGene00015040	B0213.10	1500
WBGene00015041	B0213.11a	1497
WBGene00015041	B0213.11b	981
WBGene00015041	B0213.11c	1326
WBGene00015042	B0213.12	1500
WBGene00015043	B0213.14	1500
WBGene00015044	B0213.15a	1500
WBGene00015044	B0213.15b	1551
WBGene00015044	B0213.15c	360
WBGene00015044	B0213.15d	411
WBGene00015045	B0213.16	1500
WBGene00015046	B0213.17	180
WBGene00015047	B0218.1	1719
WBGene00015048	B0218.2	1716
WBGene00004055	B0218.3	1134
WBGene00015049	B0218.5	1104
WBGene00015050	B0218.6a	927
WBGene00015050	B0218.6b	555
WBGene00015051	B0218.7	849
WBGene00015052	B0218.8	927
WBGene00015053	B0222.1	858
WBGene00015054	B0222.2	1485
WBGene00015055	B0222.3	1485
WBGene00006418	B0222.4	1629
WBGene00015056	B0222.5	1110
WBGene00000717	B0222.6	885
WBGene00000718	B0222.7	885
WBGene00000599	B0222.8	885
WBGene00015057	B0222.9	3774
WBGene00044582	B0222.11	1071
WBGene00235316	B0222.15	351
WBGene00015059	B0228.1	675
WBGene00015061	B0228.4a	4902
WBGene00015061	B0228.4c	23118
WBGene00015061	B0228.4d	4140
WBGene00015061	B0228.4e	8109
WBGene00015062	B0228.5a	348
WBGene00015062	B0228.5b	345
WBGene00015063	B0228.6	882
WBGene00015064	B0228.7	867
WBGene00015065	B0228.8	1365
WBGene00015066	B0228.9	1332
WBGene00015067	B0238.1	1638
WBGene00015068	B0238.3	843
WBGene00015069	B0238.5a	936
WBGene00015070	B0238.6	972
WBGene00015071	B0238.7	1737
WBGene00015072	B0238.8	888
WBGene00015073	B0238.9	1419
WBGene00015074	B0238.10	837
WBGene00015075	B0238.11	954
WBGene00015076	B0238.12	501
WBGene00044537	B0238.15	249
WBGene00004359	B0240.1	1374
WBGene00007117	B0240.2	2325
WBGene00000907	B0240.3a	3234
WBGene00000907	B0240.3b	2580
WBGene00007118	B0240.4	1767
WBGene00002048	B0244.2	2304
WBGene00015079	B0244.4a	930
WBGene00015079	B0244.4b	1077
WBGene00015079	B0244.4c	891
WBGene00015080	B0244.5	1089
WBGene00015081	B0244.6	1125
WBGene00015082	B0244.7	1095
WBGene00015083	B0244.8	1656
WBGene00015084	B0244.9	543
WBGene00015085	B0244.10a	1107
WBGene00015085	B0244.10b	294
WBGene00015086	B0244.11	273
WBGene00206513	B0244.15	1155
WBGene00271577	B0244.16	1083
WBGene00271715	B0244.17	1059
WBGene00004413	B0250.1	783
WBGene00007119	B0250.2	534
WBGene00007122	B0250.5	900
WBGene00007123	B0250.6	852
WBGene00007124	B0250.7b	117
WBGene00007125	B0250.8	501
WBGene00007126	B0250.9	1374
WBGene00007127	B0250.10	852
WBGene00206505	B0250.18a	162
WBGene00206505	B0250.18b	66
WBGene00015087	B0252.1	2430
WBGene00000211	B0252.2	1695
WBGene00015088	B0252.3a	894
WBGene00015088	B0252.3b	1455
WBGene00015088	B0252.3c	1395
WBGene00000886	B0252.4a	444
WBGene00000886	B0252.4b	486
WBGene00015089	B0252.5	906
WBGene00044615	B0252.8	210
WBGene00015091	B0261.1	2340
WBGene00002583	B0261.2a	8088
WBGene00002583	B0261.2b	8079
WBGene00015092	B0261.4a	705
WBGene00015092	B0261.4b	651
WBGene00015093	B0261.5	591
WBGene00015094	B0261.6a	462
WBGene00015094	B0261.6b	255
WBGene00015095	B0261.7	1056
WBGene00015096	B0261.8	546
WBGene00195057	B0261.9	504
WBGene00006538	B0272.1	1335
WBGene00007128	B0272.2	642
WBGene00007129	B0272.3	930
WBGene00007130	B0272.4	768
WBGene00015097	B0273.1a	672
WBGene00015097	B0273.1b	285
WBGene00004243	B0273.2	1458
WBGene00015098	B0273.3	1278
WBGene00006745	B0273.4a	2760
WBGene00006745	B0273.4b	1704
WBGene00006745	B0273.4c	2844
WBGene00006745	B0273.4d	2436
WBGene00006745	B0273.4e	2259
WBGene00006745	B0273.4f	1974
WBGene00206473	B0273.115	384
WBGene00015099	B0280.1a	1008
WBGene00015099	B0280.1b	978
WBGene00015100	B0280.2	1884
WBGene00015101	B0280.3	756
WBGene00003845	B0280.4	729
WBGene00015102	B0280.5	1575
WBGene00015103	B0280.7	1035
WBGene00003609	B0280.8	1188
WBGene00015104	B0280.9	1290
WBGene00015105	B0280.10a	1203
WBGene00015105	B0280.10b	462
WBGene00015105	B0280.10c	1140
WBGene00015106	B0280.11	1326
WBGene00001613	B0280.12a	2727
WBGene00001613	B0280.12b	2934
WBGene00015107	B0280.13	1851
WBGene00044674	B0280.17	783
WBGene00015108	B0281.1	591
WBGene00015110	B0281.3	990
WBGene00015111	B0281.4	444
WBGene00015112	B0281.5a	624
WBGene00015112	B0281.5b	540
WBGene00015113	B0281.6	639
WBGene00015114	B0281.8	879
WBGene00007131	B0284.1	1296
WBGene00007132	B0284.2	1275
WBGene00007133	B0284.3	492
WBGene00007134	B0284.4	1263
WBGene00007135	B0285.1a	2193
WBGene00007135	B0285.1b	2205
WBGene00007135	B0285.1c	2196
WBGene00007136	B0285.3	501
WBGene00007137	B0285.4	1002
WBGene00002003	B0285.5	1851
WBGene00007138	B0285.6	1734
WBGene00007139	B0285.7	2346
WBGene00000511	B0285.8	1116
WBGene00000512	B0285.9	1110
WBGene00000513	B0285.10	1107
WBGene00015115	B0286.1	693
WBGene00002252	B0286.2a	4017
WBGene00002252	B0286.2b	1380
WBGene00015116	B0286.3	1272
WBGene00003825	B0286.4a	1335
WBGene00003825	B0286.4b	1104
WBGene00003825	B0286.4c	954
WBGene00003825	B0286.4d	1077
WBGene00001438	B0286.5	972
WBGene00023425	B0286.6	840
WBGene00015117	B0294.1	435
WBGene00015118	B0294.3	207
WBGene00002207	B0302.1a	3714
WBGene00002207	B0302.1b	3393
WBGene00015119	B0302.2	102
WBGene00015121	B0302.4	96
WBGene00015122	B0302.5	498
WBGene00015124	B0303.2	822
WBGene00015125	B0303.3	1347
WBGene00015126	B0303.4	1851
WBGene00015128	B0303.7a	1482
WBGene00015128	B0303.7b	1404
WBGene00015129	B0303.8	720
WBGene00015130	B0303.9	1812
WBGene00015131	B0303.11a	2730
WBGene00015131	B0303.11b	2784
WBGene00015132	B0303.14	1224
WBGene00015133	B0303.15	588
WBGene00044678	B0303.16	927
WBGene00001948	B0304.1a	963
WBGene00001948	B0304.1b	975
WBGene00001948	B0304.1c	960
WBGene00015134	B0304.2	657
WBGene00015135	B0304.3	1605
WBGene00015136	B0304.4	387
WBGene00005058	B0304.5	1017
WBGene00005059	B0304.6	984
WBGene00005060	B0304.7	1068
WBGene00005061	B0304.8	1020
WBGene00005062	B0304.9	1065
WBGene00015137	B0310.1a	795
WBGene00015137	B0310.1b	879
WBGene00015138	B0310.2a	1242
WBGene00015138	B0310.2b	1053
WBGene00015139	B0310.3	1254
WBGene00015141	B0310.5a	1596
WBGene00015141	B0310.5b	516
WBGene00015142	B0310.6	288
WBGene00007140	B0331.1	1509
WBGene00007141	B0331.2	1572
WBGene00007142	B0334.1	420
WBGene00006660	B0334.2a	867
WBGene00006660	B0334.2b	846
WBGene00007143	B0334.3a	1905
WBGene00007143	B0334.3b	1692
WBGene00007144	B0334.4	633
WBGene00007145	B0334.5	1263
WBGene00007146	B0334.6	1185
WBGene00005267	B0334.7	1017
WBGene00000090	B0334.8a	3549
WBGene00000090	B0334.8b	231
WBGene00007148	B0334.10	549
WBGene00003868	B0334.11a	1347
WBGene00003868	B0334.11b	1341
WBGene00007149	B0334.13	375
WBGene00195248	B0334.15	435
WBGene00219293	B0334.20	201
WBGene00006943	B0336.1a	2391
WBGene00006943	B0336.1b	2229
WBGene00000182	B0336.2	546
WBGene00015143	B0336.3a	2160
WBGene00015143	B0336.3b	2139
WBGene00015143	B0336.3c	2166
WBGene00015143	B0336.3d	1968
WBGene00004348	B0336.4a	1479
WBGene00004348	B0336.4b	1380
WBGene00015145	B0336.5a	606
WBGene00015145	B0336.5b	615
WBGene00015146	B0336.6	1410
WBGene00015147	B0336.7a	1506
WBGene00015147	B0336.7b	1236
WBGene00002982	B0336.8	357
WBGene00006359	B0336.9a	2250
WBGene00006359	B0336.9b	1992
WBGene00006359	B0336.9c	201
WBGene00006359	B0336.9d	2256
WBGene00006359	B0336.9e	225
WBGene00004435	B0336.10	423
WBGene00015148	B0336.11a	1704
WBGene00015148	B0336.11b	945
WBGene00015149	B0336.12	282
WBGene00015150	B0336.13	420
WBGene00006955	B0344.2	1662
WBGene00015151	B0348.1	264
WBGene00015152	B0348.2a	261
WBGene00015152	B0348.2b	63
WBGene00001177	B0348.4a	4260
WBGene00001177	B0348.4b	4296
WBGene00001177	B0348.4c	1779
WBGene00001177	B0348.4d	4539
WBGene00001177	B0348.4e	4503
WBGene00001177	B0348.4f	4221
WBGene00001177	B0348.4g	4185
WBGene00001177	B0348.4h	3978
WBGene00001177	B0348.4i	3942
WBGene00001177	B0348.4j	4041
WBGene00001177	B0348.4k	4005
WBGene00001177	B0348.4l	3798
WBGene00001177	B0348.4m	3762
WBGene00001177	B0348.4n	4455
WBGene00001177	B0348.4o	4419
WBGene00001177	B0348.4p	4212
WBGene00001177	B0348.4q	4176
WBGene00001177	B0348.4r	4137
WBGene00001177	B0348.4s	4101
WBGene00001177	B0348.4t	3894
WBGene00001177	B0348.4u	3858
WBGene00001177	B0348.4v	3957
WBGene00001177	B0348.4w	3921
WBGene00001177	B0348.4x	3714
WBGene00001177	B0348.4y	3678
WBGene00015153	B0348.5a	1086
WBGene00015153	B0348.5b	798
WBGene00002061	B0348.6a	747
WBGene00002061	B0348.6b	756
WBGene00002061	B0348.6c	753
WBGene00255704	B0348.10	165
WBGene00006780	B0350.2a	954
WBGene00006780	B0350.2b	2718
WBGene00006780	B0350.2c	5604
WBGene00006780	B0350.2d	2388
WBGene00006780	B0350.2e	5526
WBGene00006780	B0350.2f	20985
WBGene00006780	B0350.2h	5448
WBGene00006780	B0350.2i	3105
WBGene00006780	B0350.2j	2949
WBGene00015155	B0353.1a	1227
WBGene00015155	B0353.1b	1308
WBGene00015155	B0353.1c	1164
WBGene00015155	B0353.1d	912
WBGene00015155	B0353.1e	672
WBGene00015156	B0361.2a	1383
WBGene00015156	B0361.2b	303
WBGene00015157	B0361.3	1884
WBGene00015158	B0361.4	978
WBGene00015159	B0361.5a	1047
WBGene00015159	B0361.5b	1134
WBGene00015160	B0361.6	1137
WBGene00015161	B0361.7	1269
WBGene00015162	B0361.8	1413
WBGene00015163	B0361.9	585
WBGene00015164	B0361.10	606
WBGene00015165	B0361.11	1737
WBGene00303033	B0361.14	42
WBGene00007150	B0365.1	3300
WBGene00001137	B0365.3	2991
WBGene00007152	B0365.5a	468
WBGene00007152	B0365.5b	429
WBGene00007153	B0365.6	1638
WBGene00007154	B0365.7	9828
WBGene00219208	B0365.9	675
WBGene00007155	B0379.1a	639
WBGene00007156	B0379.2	681
WBGene00003508	B0379.3a	3165
WBGene00003508	B0379.3b	3153
WBGene00007054	B0379.4a	1038
WBGene00007054	B0379.4b	1476
WBGene00007054	B0379.4c	753
WBGene00007158	B0379.6	405
WBGene00007159	B0379.7	1230
WBGene00006080	B0391.4	1041
WBGene00007162	B0391.5	1137
WBGene00007163	B0391.6	1452
WBGene00007164	B0391.9	288
WBGene00007166	B0391.11a	1137
WBGene00007166	B0391.11b	807
WBGene00006289	B0391.12	993
WBGene00206462	B0391.14	411
WBGene00004469	B0393.1	831
WBGene00007167	B0393.2	1758
WBGene00007168	B0393.3	1866
WBGene00007169	B0393.4	2412
WBGene00007170	B0393.5	3552
WBGene00007171	B0393.6	1218
WBGene00007172	B0393.7	804
WBGene00007173	B0393.8	402
WBGene00044636	B0393.9a	567
WBGene00044636	B0393.9b	684
WBGene00003729	B0395.1	1545
WBGene00007174	B0395.2	1404
WBGene00007175	B0395.3	1845
WBGene00007176	B0399.1a	2379
WBGene00007176	B0399.1b	2238
WBGene00007176	B0399.1c	1668
WBGene00007176	B0399.1d	2043
WBGene00007176	B0399.1e	1836
WBGene00007176	B0399.1f	2088
WBGene00007177	B0399.2	1956
WBGene00006712	B0403.2	2187
WBGene00015167	B0403.3	813
WBGene00015168	B0403.4	1323
WBGene00015169	B0403.5	1242
WBGene00043982	B0403.6	666
WBGene00015170	B0410.1	324
WBGene00015171	B0410.2a	1599
WBGene00015171	B0410.2b	1590
WBGene00015172	B0410.3	351
WBGene00000895	B0412.1a	1263
WBGene00000895	B0412.1b	954
WBGene00000903	B0412.2	1053
WBGene00015173	B0412.3a	3273
WBGene00015173	B0412.3b	2460
WBGene00015173	B0412.3c	852
WBGene00015173	B0412.3d	222
WBGene00015173	B0412.3e	195
WBGene00004498	B0412.4	171
WBGene00015175	B0414.1	1059
WBGene00004393	B0414.2	906
WBGene00001856	B0414.3	678
WBGene00000772	B0414.5	2238
WBGene00001600	B0414.6	2163
WBGene00003472	B0414.7a	4257
WBGene00003472	B0414.7b	4263
WBGene00015176	B0414.8a	2103
WBGene00015176	B0414.8b	1758
WBGene00015177	B0416.1a	3717
WBGene00015177	B0416.1b	3660
WBGene00015177	B0416.1c	2817
WBGene00015177	B0416.1d	2760
WBGene00015178	B0416.2	504
WBGene00015179	B0416.3	633
WBGene00015180	B0416.4	657
WBGene00015181	B0416.5a	1524
WBGene00015181	B0416.5b	1395
WBGene00001638	B0416.6	1350
WBGene00015182	B0416.7a	399
WBGene00015182	B0416.7b	192
WBGene00206482	B0416.10	306
WBGene00206483	B0416.11	204
WBGene00015183	B0432.1	957
WBGene00015184	B0432.2	564
WBGene00015185	B0432.3	543
WBGene00015186	B0432.4	921
WBGene00000296	B0432.5a	1575
WBGene00000296	B0432.5b	1365
WBGene00000296	B0432.5c	1560
WBGene00015188	B0432.7a	2784
WBGene00015188	B0432.7b	2616
WBGene00015189	B0432.8	780
WBGene00015190	B0432.9	639
WBGene00015191	B0432.10	912
WBGene00015192	B0432.11	573
WBGene00015193	B0432.12	558
WBGene00015194	B0432.13	1356
WBGene00044640	B0432.14a	276
WBGene00044640	B0432.14b	168
WBGene00002997	B0454.1	1161
WBGene00005543	B0454.2	975
WBGene00005540	B0454.3	1008
WBGene00005541	B0454.4	1011
WBGene00015196	B0454.5	597
WBGene00015197	B0454.6	1758
WBGene00015198	B0454.7	1236
WBGene00015199	B0454.8	1884
WBGene00015200	B0454.9	1047
WBGene00005542	B0454.10	972
WBGene00206372	B0454.26	462
WBGene00002251	B0457.1a	3045
WBGene00002251	B0457.1b	3039
WBGene00002251	B0457.1c	345
WBGene00007178	B0457.2	966
WBGene00007179	B0457.4	783
WBGene00007180	B0457.6	498
WBGene00007182	B0462.3	930
WBGene00007183	B0462.4	396
WBGene00194695	B0462.5	558
WBGene00001094	B0464.1	1596
WBGene00007184	B0464.2a	3453
WBGene00007184	B0464.2d	621
WBGene00007185	B0464.3	249
WBGene00000268	B0464.4a	1368
WBGene00004980	B0464.5a	3012
WBGene00004980	B0464.5b	2097
WBGene00004980	B0464.5c	2325
WBGene00004980	B0464.5d	1860
WBGene00007186	B0464.6	1932
WBGene00000235	B0464.7	270
WBGene00007187	B0464.8	1047
WBGene00007188	B0464.9	1095
WBGene00002178	B0478.1a	1392
WBGene00002178	B0478.1b	1119
WBGene00015202	B0478.3	456
WBGene00007189	B0491.1	1254
WBGene00005016	B0491.2	975
WBGene00007190	B0491.3	678
WBGene00007191	B0491.4a	1365
WBGene00007191	B0491.4b	1326
WBGene00007192	B0491.5	984
WBGene00007193	B0491.6a	1494
WBGene00007193	B0491.6b	1500
WBGene00007194	B0491.7	825
WBGene00000529	B0491.8a	2643
WBGene00000529	B0491.8b	2628
WBGene00000529	B0491.8c	2535
WBGene00005149	B0495.1	1068
WBGene00015203	B0495.2a	2160
WBGene00015203	B0495.2b	2130
WBGene00003730	B0495.4	1935
WBGene00015204	B0495.5	2190
WBGene00015205	B0495.6	264
WBGene00015206	B0495.7	2688
WBGene00015207	B0495.8a	942
WBGene00015207	B0495.8b	213
WBGene00015208	B0495.9	804
WBGene00007044	B0495.10a	2154
WBGene00007044	B0495.10b	1959
WBGene00007044	B0495.10c	1986
WBGene00015210	B0496.1	894
WBGene00015211	B0496.2	1065
WBGene00006814	B0496.3a	4452
WBGene00006814	B0496.3b	4737
WBGene00006814	B0496.3c	876
WBGene00006814	B0496.3d	4665
WBGene00006814	B0496.3e	5382
WBGene00006814	B0496.3f	4635
WBGene00006814	B0496.3g	4473
WBGene00006814	B0496.3h	4443
WBGene00006814	B0496.3i	4788
WBGene00015214	B0496.5	1068
WBGene00015215	B0496.6	717
WBGene00015216	B0496.7	255
WBGene00015217	B0496.8	1398
WBGene00194883	B0496.11	195
WBGene00015218	B0507.1	1848
WBGene00015219	B0507.2	1284
WBGene00015220	B0507.3a	1299
WBGene00015220	B0507.3b	957
WBGene00015221	B0507.4	636
WBGene00015222	B0507.5a	645
WBGene00015222	B0507.5b	555
WBGene00015223	B0507.6	2118
WBGene00015224	B0507.7	687
WBGene00015225	B0507.8	1191
WBGene00015226	B0507.9	765
WBGene00015227	B0507.10	1209
WBGene00006006	B0507.11	939
WBGene00001432	B0511.1	957
WBGene00015228	B0511.2	1407
WBGene00015229	B0511.3	522
WBGene00015230	B0511.4	1104
WBGene00015231	B0511.5	813
WBGene00015232	B0511.6	1635
WBGene00015233	B0511.7	909
WBGene00044321	B0511.8	1572
WBGene00015235	B0511.9a	582
WBGene00015235	B0511.9b	558
WBGene00015235	B0511.9c	585
WBGene00015235	B0511.9d	561
WBGene00001228	B0511.10	1299
WBGene00015236	B0511.11	1698
WBGene00015237	B0511.12a	6738
WBGene00015237	B0511.12b	6660
WBGene00015238	B0511.13a	675
WBGene00015238	B0511.13b	1098
WBGene00219234	B0511.17	243
WBGene00255714	B0511.19	417
WBGene00001562	B0513.1a	1884
WBGene00001562	B0513.1b	636
WBGene00001562	B0513.1c	1875
WBGene00007195	B0513.2a	633
WBGene00007195	B0513.2b	75
WBGene00004443	B0513.3a	189
WBGene00004443	B0513.3b	96
WBGene00007196	B0513.4a	363
WBGene00007196	B0513.4b	114
WBGene00007197	B0513.5a	1851
WBGene00007197	B0513.5b	1548
WBGene00007200	B0513.9a	351
WBGene00007200	B0513.9b	342
WBGene00235301	B0513.90	300
WBGene00003993	B0523.3	1599
WBGene00001443	B0523.5	3774
WBGene00015241	B0524.2	1047
WBGene00015242	B0524.3	1650
WBGene00015243	B0524.4	2319
WBGene00015244	B0524.5	546
WBGene00015245	B0524.6	864
WBGene00006599	B0545.1a	2115
WBGene00006599	B0545.1b	1704
WBGene00015246	B0545.3	993
WBGene00015247	B0545.4	354
WBGene00015248	B0546.1	330
WBGene00015249	B0546.2a	1311
WBGene00015249	B0546.2b	972
WBGene00015250	B0546.3a	1284
WBGene00015250	B0546.3b	975
WBGene00015250	B0546.3c	546
WBGene00015251	B0546.4a	486
WBGene00015251	B0546.4b	405
WBGene00015251	B0546.4c	90
WBGene00015252	B0546.5	1038
WBGene00000817	B0547.1	1107
WBGene00015253	B0547.2	183
WBGene00005086	B0547.4a	957
WBGene00005086	B0547.4b	522
WBGene00015254	B0554.1	204
WBGene00015255	B0554.2	1890
WBGene00015257	B0554.4	1812
WBGene00015258	B0554.5	1407
WBGene00015259	B0554.6	1149
WBGene00015260	B0554.7a	1422
WBGene00015260	B0554.7b	573
WBGene00015260	B0554.7c	258
WBGene00015261	B0563.1	564
WBGene00006637	B0563.2	864
WBGene00006479	B0563.4	831
WBGene00015262	B0563.5	345
WBGene00015263	B0563.6a	1305
WBGene00015263	B0563.6b	1254
WBGene00015263	B0563.6c	1266
WBGene00015264	B0563.7	690
WBGene00015265	B0563.8	258
WBGene00044687	B0563.9	216
WBGene00077673	B0563.10	285
WBGene00206365	B0563.18	273
WBGene00007201	B0564.1a	723
WBGene00044083	B0564.1b	336
WBGene00044083	B0564.1c	180
WBGene00007202	B0564.2a	696
WBGene00007202	B0564.2b	228
WBGene00007203	B0564.3	1353
WBGene00007204	B0564.4	1266
WBGene00007206	B0564.6	1272
WBGene00007207	B0564.7a	1812
WBGene00007207	B0564.7b	540
WBGene00007208	B0564.9	1272
WBGene00006766	B0564.10a	960
WBGene00006766	B0564.10b	972
WBGene00006766	B0564.10c	558
WBGene00006766	B0564.10d	546
WBGene00023421	B0564.11	951
WBGene00015266	BE0003N10.1	2217
WBGene00015267	BE0003N10.2	1266
WBGene00015268	BE0003N10.3a	2160
WBGene00015268	BE0003N10.3b	1974
WBGene00255598	BE0003N10.6a	1083
WBGene00255598	BE0003N10.6b	765
WBGene00255598	BE0003N10.6c	690
WBGene00255598	BE0003N10.6d	444
WBGene00255598	BE0003N10.6e	87
WBGene00007209	BE10.1	975
WBGene00007210	BE10.2	1518
WBGene00007211	BE10.3	1614
